exhibit,file_number,exhibit_type,court_clause_length,file_name,period,filling_date,fiscal_year_end,address_business,irs_number,filename,sic,company_name,law_clause_length,film_number,filesize,public_document_count,accession_number,file_url,act,company_cik
S-4,333-129465-08,EX-10.29,0,dex1029.htm,,11/4/2005,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312505216796..dex1029.htm,4899,INTELSAT LTD,82,51179915,34395,42,0001193125-05-216796,https://www.sec.gov/Archives/edgar/data/1156871/000119312505216796/dex1029.htm,33,1156871
8-K,000-50262,EX-10.1,0,dex101.htm,1/31/2006,2/6/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506020848..dex101.htm,4899,INTELSAT LTD,45,6582541,25315,2,0001193125-06-020848,https://www.sec.gov/Archives/edgar/data/1156871/000119312506020848/dex101.htm,34,1156871
10-Q,000-50262,EX-10.1,0,dex101.htm,3/31/2006,5/10/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506107685..dex101.htm,4899,INTELSAT LTD,18,6826642,129282,10,0001193125-06-107685,https://www.sec.gov/Archives/edgar/data/1156871/000119312506107685/dex101.htm,34,1156871
10-Q,000-50262,EX-10.2,0,dex102.htm,3/31/2006,5/10/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506107685..dex102.htm,4899,INTELSAT LTD,25,6826642,7827,10,0001193125-06-107685,https://www.sec.gov/Archives/edgar/data/1156871/000119312506107685/dex102.htm,34,1156871
10-Q,000-50262,EX-10.3,0,dex103.htm,3/31/2006,5/10/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506107685..dex103.htm,4899,INTELSAT LTD,25,6826642,8425,10,0001193125-06-107685,https://www.sec.gov/Archives/edgar/data/1156871/000119312506107685/dex103.htm,34,1156871
10-Q,000-50262,EX-10.4,0,dex104.htm,3/31/2006,5/10/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506107685..dex104.htm,4899,INTELSAT LTD,0,6826642,6642,10,0001193125-06-107685,https://www.sec.gov/Archives/edgar/data/1156871/000119312506107685/dex104.htm,34,1156871
S-4,333-136193-01,EX-10.32,0,dex1032.htm,,7/31/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506157166..dex1032.htm,4899,INTELSAT LTD,20,6992037,51084,27,0001193125-06-157166,https://www.sec.gov/Archives/edgar/data/1156871/000119312506157166/dex1032.htm,33,1156871
10-Q,000-50262,EX-10.10,0,dex1010.htm,9/30/2006,11/15/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506235616..dex1010.htm,4899,INTELSAT LTD,25,61217987,40524,14,0001193125-06-235616,https://www.sec.gov/Archives/edgar/data/1156871/000119312506235616/dex1010.htm,34,1156871
10-Q,000-50262,EX-10.11,0,dex1011.htm,9/30/2006,11/15/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506235616..dex1011.htm,4899,INTELSAT LTD,25,61217987,38205,14,0001193125-06-235616,https://www.sec.gov/Archives/edgar/data/1156871/000119312506235616/dex1011.htm,34,1156871
10-Q,000-50262,EX-10.12,0,dex1012.htm,9/30/2006,11/15/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506235616..dex1012.htm,4899,INTELSAT LTD,25,61217987,42836,14,0001193125-06-235616,https://www.sec.gov/Archives/edgar/data/1156871/000119312506235616/dex1012.htm,34,1156871
10-Q,000-50262,EX-10.14,0,dex1014.htm,9/30/2006,11/15/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506235616..dex1014.htm,4899,INTELSAT LTD,28,61217987,7695,14,0001193125-06-235616,https://www.sec.gov/Archives/edgar/data/1156871/000119312506235616/dex1014.htm,34,1156871
10-Q,000-50262,EX-10.15,0,dex1015.htm,9/30/2006,11/15/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506235616..dex1015.htm,4899,INTELSAT LTD,0,61217987,6038,14,0001193125-06-235616,https://www.sec.gov/Archives/edgar/data/1156871/000119312506235616/dex1015.htm,34,1156871
10-Q,000-50262,EX-10.16,0,dex1016.htm,9/30/2006,11/15/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506235616..dex1016.htm,4899,INTELSAT LTD,0,61217987,8309,14,0001193125-06-235616,https://www.sec.gov/Archives/edgar/data/1156871/000119312506235616/dex1016.htm,34,1156871
10-Q,000-50262,EX-10.8,0,dex108.htm,9/30/2006,11/15/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506235616..dex108.htm,4899,INTELSAT LTD,25,61217987,37950,14,0001193125-06-235616,https://www.sec.gov/Archives/edgar/data/1156871/000119312506235616/dex108.htm,34,1156871
10-Q,000-50262,EX-10.9,0,dex109.htm,9/30/2006,11/15/2006,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312506235616..dex109.htm,4899,INTELSAT LTD,25,61217987,38018,14,0001193125-06-235616,https://www.sec.gov/Archives/edgar/data/1156871/000119312506235616/dex109.htm,34,1156871
8-K,000-50262,EX-10.1,0,dex101.htm,1/19/2007,1/25/2007,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312507013106..dex101.htm,4899,INTELSAT LTD,19,7553632,23731,3,0001193125-07-013106,https://www.sec.gov/Archives/edgar/data/1156871/000119312507013106/dex101.htm,34,1156871
8-K,000-50262,EX-10.2,0,dex102.htm,1/19/2007,1/25/2007,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312507013106..dex102.htm,4899,INTELSAT LTD,19,7553632,37916,3,0001193125-07-013106,https://www.sec.gov/Archives/edgar/data/1156871/000119312507013106/dex102.htm,34,1156871
8-K,000-50262,EX-10.1,573,dex101.htm,2/2/2007,2/6/2007,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312507021448..dex101.htm,4899,INTELSAT LTD,32,7585001,603090,11,0001193125-07-021448,https://www.sec.gov/Archives/edgar/data/1156871/000119312507021448/dex101.htm,34,1156871
10-K,000-50262,EX-10.43,0,dex1043.htm,12/31/2006,4/2/2007,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312507072253..dex1043.htm,4899,INTELSAT LTD,28,7739726,6882,16,0001193125-07-072253,https://www.sec.gov/Archives/edgar/data/1156871/000119312507072253/dex1043.htm,34,1156871
10-K,000-50262,EX-10.44,0,dex1044.htm,12/31/2006,4/2/2007,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312507072253..dex1044.htm,4899,INTELSAT LTD,28,7739726,6886,16,0001193125-07-072253,https://www.sec.gov/Archives/edgar/data/1156871/000119312507072253/dex1044.htm,34,1156871
10-K,000-50262,EX-10.45,0,dex1045.htm,12/31/2006,4/2/2007,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312507072253..dex1045.htm,4899,INTELSAT LTD,28,7739726,5797,16,0001193125-07-072253,https://www.sec.gov/Archives/edgar/data/1156871/000119312507072253/dex1045.htm,34,1156871
10-K,000-50262,EX-10.46,0,dex1046.htm,12/31/2006,4/2/2007,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312507072253..dex1046.htm,4899,INTELSAT LTD,28,7739726,6884,16,0001193125-07-072253,https://www.sec.gov/Archives/edgar/data/1156871/000119312507072253/dex1046.htm,34,1156871
8-K,000-50262,EX-10.1,0,dex101.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex101.htm,4899,INTELSAT LTD,19,8590452,44975,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex101.htm,34,1156871
8-K,000-50262,EX-10.10,0,dex1010.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1010.htm,4899,INTELSAT LTD,23,8590452,13017,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1010.htm,34,1156871
8-K,000-50262,EX-10.11,0,dex1011.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1011.htm,4899,INTELSAT LTD,79,8590452,15495,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1011.htm,34,1156871
8-K,000-50262,EX-10.12,0,dex1012.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1012.htm,4899,INTELSAT LTD,23,8590452,12922,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1012.htm,34,1156871
8-K,000-50262,EX-10.13,0,dex1013.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1013.htm,4899,INTELSAT LTD,23,8590452,17303,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1013.htm,34,1156871
8-K,000-50262,EX-10.14,0,dex1014.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1014.htm,4899,INTELSAT LTD,23,8590452,17872,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1014.htm,34,1156871
8-K,000-50262,EX-10.15,0,dex1015.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1015.htm,4899,INTELSAT LTD,39,8590452,13827,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1015.htm,34,1156871
8-K,000-50262,EX-10.16,0,dex1016.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1016.htm,4899,INTELSAT LTD,22,8590452,12897,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1016.htm,34,1156871
8-K,000-50262,EX-10.17,462,dex1017.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1017.htm,4899,INTELSAT LTD,32,8590452,649040,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1017.htm,34,1156871
8-K,000-50262,EX-10.18,436,dex1018.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1018.htm,4899,INTELSAT LTD,32,8590452,642159,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1018.htm,34,1156871
8-K,000-50262,EX-10.19,245,dex1019.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1019.htm,4899,INTELSAT LTD,512,8590452,71220,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1019.htm,34,1156871
8-K,000-50262,EX-10.2,0,dex102.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex102.htm,4899,INTELSAT LTD,19,8590452,57525,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex102.htm,34,1156871
8-K,000-50262,EX-10.20,243,dex1020.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1020.htm,4899,INTELSAT LTD,243,8590452,36871,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1020.htm,34,1156871
8-K,000-50262,EX-10.21,0,dex1021.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex1021.htm,4899,INTELSAT LTD,20,8590452,44432,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex1021.htm,34,1156871
8-K,000-50262,EX-10.3,0,dex103.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex103.htm,4899,INTELSAT LTD,34,8590452,33886,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex103.htm,34,1156871
8-K,000-50262,EX-10.4,0,dex104.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex104.htm,4899,INTELSAT LTD,18,8590452,16050,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex104.htm,34,1156871
8-K,000-50262,EX-10.5,0,dex105.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex105.htm,4899,INTELSAT LTD,24,8590452,23713,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex105.htm,34,1156871
8-K,000-50262,EX-10.6,0,dex106.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex106.htm,4899,INTELSAT LTD,23,8590452,13270,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex106.htm,34,1156871
8-K,000-50262,EX-10.7,0,dex107.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex107.htm,4899,INTELSAT LTD,23,8590452,25074,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex107.htm,34,1156871
8-K,000-50262,EX-10.8,0,dex108.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex108.htm,4899,INTELSAT LTD,23,8590452,13444,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex108.htm,34,1156871
8-K,000-50262,EX-10.9,0,dex109.htm,2/4/2008,2/8/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508024480..dex109.htm,4899,INTELSAT LTD,79,8590452,16555,23,0001193125-08-024480,https://www.sec.gov/Archives/edgar/data/1156871/000119312508024480/dex109.htm,34,1156871
8-K,000-50262,EX-10.1,1220,dex101.htm,5/2/2008,5/6/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508102724..dex101.htm,4899,INTELSAT LTD,32,8804394,628896,7,0001193125-08-102724,https://www.sec.gov/Archives/edgar/data/1156871/000119312508102724/dex101.htm,34,1156871
8-K,000-50262,EX-10.2,1070,dex102.htm,5/2/2008,5/6/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508102724..dex102.htm,4899,INTELSAT LTD,32,8804394,630202,7,0001193125-08-102724,https://www.sec.gov/Archives/edgar/data/1156871/000119312508102724/dex102.htm,34,1156871
8-K,000-50262,EX-10.3,465,dex103.htm,5/2/2008,5/6/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508102724..dex103.htm,4899,INTELSAT LTD,40,8804394,644348,7,0001193125-08-102724,https://www.sec.gov/Archives/edgar/data/1156871/000119312508102724/dex103.htm,34,1156871
8-K,000-50262,EX-10.4,512,dex104.htm,5/2/2008,5/6/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508102724..dex104.htm,4899,INTELSAT LTD,32,8804394,652309,7,0001193125-08-102724,https://www.sec.gov/Archives/edgar/data/1156871/000119312508102724/dex104.htm,34,1156871
10-Q,000-50262,EX-10.5,0,dex105.htm,3/31/2008,5/15/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508116589..dex105.htm,4899,INTELSAT LTD,22,8839224,35397,7,0001193125-08-116589,https://www.sec.gov/Archives/edgar/data/1156871/000119312508116589/dex105.htm,34,1156871
10-Q,000-50262,EX-10.6,0,dex106.htm,3/31/2008,5/15/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508116589..dex106.htm,4899,INTELSAT LTD,23,8839224,11377,7,0001193125-08-116589,https://www.sec.gov/Archives/edgar/data/1156871/000119312508116589/dex106.htm,34,1156871
8-K,000-50262,EX-10.1,729,dex101.htm,6/3/2008,6/4/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508127932..dex101.htm,4899,INTELSAT LTD,32,8880081,620184,2,0001193125-08-127932,https://www.sec.gov/Archives/edgar/data/1156871/000119312508127932/dex101.htm,34,1156871
8-K,000-50262,EX-10.1,0,dex101.htm,6/5/2008,6/6/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508129382..dex101.htm,4899,INTELSAT LTD,44,8884742,23944,5,0001193125-08-129382,https://www.sec.gov/Archives/edgar/data/1156871/000119312508129382/dex101.htm,34,1156871
8-K,000-50262,EX-10.1,706,dex101.htm,6/27/2008,7/3/2008,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312508146701..dex101.htm,4899,INTELSAT LTD,109,8938800,690373,9,0001193125-08-146701,https://www.sec.gov/Archives/edgar/data/1156871/000119312508146701/dex101.htm,34,1156871
8-K,000-50262,EX-10.1,0,dex101.htm,12/29/2008,1/5/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509001047..dex101.htm,4899,INTELSAT LTD,18,9505539,162974,3,0001193125-09-001047,https://www.sec.gov/Archives/edgar/data/1156871/000119312509001047/dex101.htm,34,1156871
8-K,000-50262,EX-10.2,0,dex102.htm,12/29/2008,1/5/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509001047..dex102.htm,4899,INTELSAT LTD,0,9505539,18576,3,0001193125-09-001047,https://www.sec.gov/Archives/edgar/data/1156871/000119312509001047/dex102.htm,34,1156871
10-K,000-50262,EX-10.60,0,dex1060.htm,12/31/2008,3/19/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509057820..dex1060.htm,4899,INTELSAT LTD,0,9691886,63761,9,0001193125-09-057820,https://www.sec.gov/Archives/edgar/data/1156871/000119312509057820/dex1060.htm,34,1156871
10-K,000-50262,EX-10.61,0,dex1061.htm,12/31/2008,3/19/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509057820..dex1061.htm,4899,INTELSAT LTD,0,9691886,12207,9,0001193125-09-057820,https://www.sec.gov/Archives/edgar/data/1156871/000119312509057820/dex1061.htm,34,1156871
8-K,000-50262,EX-10.1,121,dex101.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex101.htm,4899,INTELSAT LTD,52,9819757,127492,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex101.htm,34,1156871
8-K,000-50262,EX-10.10,0,dex1010.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1010.htm,4899,INTELSAT LTD,25,9819757,105284,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1010.htm,34,1156871
8-K,000-50262,EX-10.11,0,dex1011.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1011.htm,4899,INTELSAT LTD,22,9819757,167504,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1011.htm,34,1156871
8-K,000-50262,EX-10.12,0,dex1012.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1012.htm,4899,INTELSAT LTD,22,9819757,52637,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1012.htm,34,1156871
8-K,000-50262,EX-10.13,0,dex1013.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1013.htm,4899,INTELSAT LTD,22,9819757,53211,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1013.htm,34,1156871
8-K,000-50262,EX-10.14,0,dex1014.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1014.htm,4899,INTELSAT LTD,0,9819757,45740,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1014.htm,34,1156871
8-K,000-50262,EX-10.15,0,dex1015.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1015.htm,4899,INTELSAT LTD,25,9819757,142008,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1015.htm,34,1156871
8-K,000-50262,EX-10.16,0,dex1016.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1016.htm,4899,INTELSAT LTD,25,9819757,143339,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1016.htm,34,1156871
8-K,000-50262,EX-10.17,0,dex1017.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1017.htm,4899,INTELSAT LTD,25,9819757,143208,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1017.htm,34,1156871
8-K,000-50262,EX-10.18,0,dex1018.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1018.htm,4899,INTELSAT LTD,25,9819757,121361,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1018.htm,34,1156871
8-K,000-50262,EX-10.19,0,dex1019.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1019.htm,4899,INTELSAT LTD,25,9819757,121813,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1019.htm,34,1156871
8-K,000-50262,EX-10.2,0,dex102.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex102.htm,4899,INTELSAT LTD,25,9819757,51606,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex102.htm,34,1156871
8-K,000-50262,EX-10.20,0,dex1020.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1020.htm,4899,INTELSAT LTD,25,9819757,106127,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1020.htm,34,1156871
8-K,000-50262,EX-10.21,0,dex1021.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1021.htm,4899,INTELSAT LTD,25,9819757,119890,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1021.htm,34,1156871
8-K,000-50262,EX-10.22,0,dex1022.htm,5/6/2009,5/12/2009,1231,DUNDONALD HOUSE 14 DUNDONALD STREET WEST HAMILTON HM 09 D0 00000 441-294-1650,980346003,1156871..000119312509108689..dex1022.htm,4899,INTELSAT LTD,25,9819757,44443,30,0001193125-09-108689,https://www.sec.gov/Archives/edgar/data/1156871/000119312509108689/dex1022.htm,34,1156871
